SITE_ID,SJV_REGION,EQ_AREA_CELL,LAT_DD,LONG_DD,COUNTY,SAMPLE_DATE,TDS,TDS_TYPE,CONDUCTIVITY,CA,MG,NA,K,CL,SO4,NO3-N,SIO2,HCO3,WELL_DEPTH_M,DTW_M,DTW_SOURCE,DBWT_M,TRIT_DATE,TRIT_2016_TU,TRIT_CAT,PCT_AG,PCT_NAT,PCT_URB,TDS_ION_MOD
375919121182401,NESJV-D,4,37.988556,-121.307361,SAN JOAQUIN,2/18/2005,294,LAB,na,37.56,16.76,33.23,4.77,25.69,24.7,0.05,49.59,217.33,150.88,10.36,MODEL,140.52,2/18/2005,1.615,Mod,na,na,na,ION
372500120490001,NESJV-D,10,37.42463889,-120.8308333,MERCED,4/4/2006,296,CALC,447,na,na,na,na,na,na,na,na,na,108.2,3.16,MODEL,105.05,4/4/2006,0.946,Mod,na,na,na,TDS
364900120030001,NESJV-D,21,36.82897222,-120.0628611,MADERA,3/18/2014,300,LAB,na,29.47,10.1,37.67,2.82,22.9,17.18,4.55,74.23,165.95,77.11,20.73,MEASURED,56.38,3/18/2014,3.01,Mod,na,na,na,ION
371725120270501,NESJV-D,18,37.290219,-120.452411,MERCED,9/2/1993,304,LAB,na,45,16,30,5.7,9.6,11,3.4,65,260.58,56.08,3.91,MODEL,52.17,na,na,na,na,na,na,ION
380026121204402,NESJV-D,4,38.0071,-121.3455,SAN JOAQUIN,4/28/2004,307,LAB,na,7.6,2.77,88.7,4.13,28.87,0.18,0.06,55.84,220.34,95.71,8.63,MEASURED,87.08,na,na,na,na,na,na,ION
380212121164601,NESJV-D,4,38.036694,-121.279444,SAN JOAQUIN,6/20/2007,316,LAB,na,46.49,22.87,17.97,5.71,10.53,32.79,1.55,57.04,230.45,150.88,15.24,MODEL,135.64,6/20/2007,4.059,Mod,na,na,na,ION
380245121151701,NESJV-D,4,38.04583333,-121.2558611,SAN JOAQUIN,1/12/2005,323,LAB,na,47.71,26.06,17.46,4.92,12.76,18.67,na,67.04,255.47,87.78,14.42,MODEL,73.36,1/12/2005,5.732,Mod,na,na,na,ION
371100120080001,NESJV-D,25,37.19980556,-120.1411389,MERCED,5/1/2006,324,LAB,na,42.67,9.58,40.42,3.85,37.85,79.58,na,40.65,122.35,277.06,28.65,MODEL,248.42,5/1/2006,0.291,Mod,na,na,na,ION
380209121164103,NESJV-D,4,38.035833,-121.278111,SAN JOAQUIN,5/28/2005,325,LAB,na,43.98,25.22,19.22,5.72,8.8,37.32,1.79,63.91,231.48,91.44,17.71,MEASURED,73.73,5/28/2005,7.901,Mod,na,na,na,ION
374024121014901,NESJV-D,1,37.67375,-121.0315,STANISLAUS,12/11/2002,325,LAB,na,44.5,18.53,28.44,2.54,16.57,15.16,5.95,57.61,234.9,84.73,7.92,MEASURED,76.81,na,na,na,na,na,na,ION
374217120543801,NESJV-D,8,37.704651,-120.911599,STANISLAUS,3/30/2006,327,LAB,na,54.39,17.12,30.15,3.48,16.4,10.89,4.88,44.05,265.35,83.82,12.82,MODEL,71,3/30/2006,6.317,Mod,na,na,na,ION
365100120060001,NESJV-D,21,36.86072222,-120.1004722,MADERA,12/3/2013,328,LAB,na,47.9,15.98,27.25,2.13,33.42,15.43,2.64,70.39,215.87,91.44,18.46,MODEL,72.98,12/3/2013,5.349,Mod,na,na,na,ION
380244121154901,NESJV-D,4,38.045806,-121.263694,SAN JOAQUIN,8/9/2006,335,LAB,na,47.62,25.94,16.51,6.34,18.66,21.74,4.16,61.32,249.96,110.34,15.47,MODEL,94.87,8/9/2006,3.44,Mod,na,na,na,ION
375452121141401,NESJV-D,3,37.914667,-121.237389,SAN JOAQUIN,7/15/2005,336,LAB,na,42.21,19.63,30.26,3.08,48.42,21.66,3.49,59.85,185.19,118.87,14.34,MODEL,104.54,3/30/2010,0.501,Mod,na,na,na,ION
365500120020001,NESJV-D,22,36.924111,-120.034972,MADERA,5/6/2008,337,LAB,na,38.97,13.02,32.07,6.28,22.6,26.86,5.96,73.25,180.46,85.34,22.54,MODEL,62.81,5/6/2008,4.609,Mod,na,na,na,ION
374157120594302,NESJV-D,8,37.699222,-120.995444,STANISLAUS,11/12/2003,338,LAB,na,50.6,15.8,34,6.82,9.61,24.91,8.72,66,227.27,63.4,11.85,MEASURED,51.55,11/12/2003,3.904,Mod,na,na,na,ION
375326121145901,NESJV-D,3,37.890667,-121.249806,SAN JOAQUIN,1/12/2005,339,LAB,na,41.42,15.02,53.25,2.76,58.47,18.83,na,53.94,203.52,126.49,7.34,MODEL,119.15,1/12/2005,1.674,Mod,na,na,na,ION
365500120060001,NESJV-D,22,36.931139,-120.105889,MADERA,4/14/2008,340,LAB,na,48.69,15.53,27.49,6.39,25.16,14.45,3.88,68.89,225.82,179.22,23.36,MODEL,155.86,4/14/2008,4.029,Mod,na,na,na,ION
380107121195201,NESJV-D,4,38.01841667,-121.3325833,SAN JOAQUIN,1/25/2005,355,LAB,na,63.86,21.97,25.81,3.76,48.64,30.92,na,48.28,239.94,71.93,5.96,MODEL,65.98,1/25/2005,0.644,Mod,na,na,na,ION
375944121200502,NESJV-D,4,37.995608,-121.3347,SAN JOAQUIN,7/13/2006,356,LAB,na,3.96,1.22,107,3.15,13.52,1.63,0.06,54.09,278.4,143.26,7.84,MODEL,135.42,7/13/2006,-0.053,PreMod,na,na,na,ION
372500120490002,NESJV-D,10,37.43241667,-120.8282778,MERCED,4/4/2006,360,CALC,544,na,na,na,na,na,na,na,na,na,118.87,5.6,MODEL,113.27,4/4/2006,0.294,Mod,na,na,na,TDS
371700120400001,NESJV-D,12,37.28488889,-120.6778611,MERCED,4/6/2006,370,CALC,559,na,na,na,na,na,na,na,na,na,115.82,3.72,MODEL,112.1,4/6/2006,1.138,Mod,na,na,na,TDS
373540120592501,NESJV-D,9,37.59386111,-120.9909722,STANISLAUS,3/22/2006,378,CALC,572,na,na,na,na,na,na,na,na,na,64.92,7.99,MODEL,56.94,3/22/2006,5.312,Mod,na,na,na,TDS
371100120320001,NESJV-D,11,37.19044444,-120.5378611,MERCED,4/13/2006,395,CALC,597,na,na,na,na,na,na,na,na,na,106.68,11.42,MODEL,95.26,4/13/2006,0.197,Mod,na,na,na,TDS
374109121000101,NESJV-D,8,37.685694,-121.001333,STANISLAUS,3/14/2006,396,LAB,na,54.91,22.07,37.79,4.28,14.26,23.81,6.32,64.75,289.04,111.56,8.17,MODEL,103.39,3/14/2006,2.311,Mod,na,na,na,ION
375339121150301,NESJV-D,3,37.894194,-121.250917,SAN JOAQUIN,3/27/2008,397,LAB,na,57.07,23.61,33.91,4.46,60.53,43.86,2.92,45.52,202.73,126.49,7.32,MODEL,119.17,3/27/2008,3.175,Mod,na,na,na,ION
374026120532801,NESJV-D,8,37.674083,-120.891361,STANISLAUS,3/30/2006,399,LAB,na,55.28,19.98,28.73,3.06,13.73,53.03,12.37,59.71,208.18,79.25,14.97,MEASURED,64.28,3/30/2006,5.394,Mod,na,na,na,ION
375944121200501,NESJV-D,4,37.995608,-121.3347,SAN JOAQUIN,7/12/2006,400,LAB,na,4.35,1.76,125.3,3.42,38.13,0.27,0.06,58.86,283.65,170.69,7.84,MODEL,162.85,7/12/2006,0.011,PreMod,na,na,na,ION
380026121204401,NESJV-D,4,38.0071,-121.3456,SAN JOAQUIN,4/29/2004,406,LAB,na,7.8,2.57,133,7.16,60.43,0.18,0.06,53.94,277.38,153.01,8.11,MEASURED,144.9,na,na,na,na,na,na,ION
374900121160001,NESJV-D,2,37.81683333,-121.2666667,SAN JOAQUIN,2/10/2014,409,LAB,na,65.06,15.34,48.6,4.01,71.99,22.23,4.43,46.56,239.07,80.77,1.77,MODEL,79,2/10/2014,1.728,Mod,na,na,na,ION
365900120140001,NESJV-D,23,36.99575,-120.2425278,MADERA,11/21/2013,415,LAB,na,60.67,19.36,33.54,5.5,26.54,17.01,10.92,71.2,263.06,152.4,67.85,MEASURED,84.55,11/21/2013,3.313,Mod,na,na,na,ION
375701121132101,NESJV-D,3,37.950202,-121.223556,SAN JOAQUIN,2/25/2005,417,LAB,na,51.07,25.45,47.36,3.68,42.62,24.82,na,59.78,263.84,154.53,18.13,MODEL,136.4,na,na,na,na,na,na,ION
374021120581201,NESJV-D,8,37.67275,-120.970139,STANISLAUS,10/23/2002,418,LAB,na,74.62,22.02,29.75,3.33,18.34,27.26,6.16,50.37,316.6,65.23,14.54,MEASURED,50.69,na,na,na,na,na,na,ION
375400121110001,NESJV-D,3,37.90038889,-121.1961389,SAN JOAQUIN,1/12/2005,422,CALC,637,na,na,na,na,na,na,na,na,na,105.16,17.65,MODEL,87.51,1/12/2005,0.592,Mod,na,na,na,TDS
374012121002101,NESJV-D,8,37.670139,-121.006361,STANISLAUS,10/9/2002,439,LAB,na,71.38,24.93,33.17,3.58,32.06,27.87,6.55,58.55,280.27,67.06,15.09,MEASURED,51.97,na,na,na,na,na,na,ION
370400120190001,NESJV-D,19,37.07261111,-120.3293056,MADERA,11/20/2013,440,LAB,na,83.71,20.92,40.84,4.26,78.82,21.88,10.65,60.98,257.25,117.96,63.31,MEASURED,54.64,11/20/2013,3.532,Mod,na,na,na,ION
370500120170001,NESJV-D,19,37.090833,-120.289972,MADERA,4/22/2008,475,LAB,na,78.42,23.46,34.32,2.71,58.14,18.32,10.33,54.59,308.3,71.32,18.05,MODEL,53.28,4/22/2008,3.389,Mod,na,na,na,ION
372646120410401,NESJV-D,13,37.445789,-120.685283,MERCED,7/16/2014,479,LAB,na,81.77,10.89,47.55,3.47,39.77,68.38,26.02,26.78,162.2,64.31,12.71,MODEL,51.6,7/16/2014,1.155,Mod,na,na,na,ION
365045120151801,NESJV-D,21,36.850694,-120.255583,MADERA,5/20/2008,504,LAB,na,76.3,19.74,53.58,3.87,30.56,45.78,6.44,57.98,339.39,97.54,11.87,MODEL,85.67,5/20/2008,1.772,Mod,na,na,na,ION
370500120190001,NESJV-D,19,37.08977778,-120.3176667,MADERA,11/18/2013,507,LAB,na,95.91,26.49,86.98,4.79,44.15,18.83,10.67,64.32,509.65,91.44,26.24,MEASURED,65.2,11/18/2013,2.585,Mod,na,na,na,ION
365700120220001,NESJV-D,20,36.95608333,-120.3730556,MADERA,4/10/2014,517,LAB,na,88.49,24.23,46.8,4.14,68.85,40.01,4.75,68.24,317.94,103.63,44.05,MEASURED,59.58,4/10/2014,0.831,Mod,na,na,na,ION
370457120282201,NESJV-D,19,37.082444,-120.473639,MADERA,4/23/2008,528,LAB,na,90.89,15.94,45.12,5.14,72.66,19.74,9.95,64.82,312.13,77.42,22.86,MODEL,54.56,4/23/2008,3.233,Mod,na,na,na,ION
370200120280001,NESJV-D,19,37.04933333,-120.4721944,MADERA,11/20/2013,548,LAB,na,117.3,19.07,55.48,5.42,114.76,26.91,5.46,66.23,349.17,79.25,18.59,MODEL,60.65,11/20/2013,2.296,Mod,na,na,na,ION
365500120110001,NESJV-D,22,36.93122222,-120.1842778,MADERA,12/4/2013,571,LAB,na,98.96,32.73,54.92,6.05,95.12,22.63,6.81,65.33,387.22,91.44,17.79,MODEL,73.65,12/4/2013,1.526,Mod,na,na,na,ION
373857120561901,NESJV-D,9,37.649361,-120.938806,STANISLAUS,10/8/2002,584,LAB,na,69.59,24.17,69.3,6.74,223.63,7.59,2.15,38.23,133.68,74.98,18.9,MEASURED,56.08,na,na,na,na,na,na,ION
371100120370001,NESJV-D,11,37.183472,-120.619528,MERCED,4/13/2006,604,LAB,na,79.27,46.32,66.86,1.17,70.78,70.59,0.76,49.92,414.32,64.01,10.18,MODEL,53.82,4/13/2006,0.925,Mod,na,na,na,ION
375622121154101,NESJV-D,3,37.939369,-121.262445,SAN JOAQUIN,8/3/2006,614,LAB,na,35.58,16.51,140.4,1.58,252.18,0.11,0.06,54.06,120.19,150.57,17.3,MODEL,133.27,na,na,na,na,na,na,ION
373815120594101,NESJV-D,9,37.637306,-120.995917,STANISLAUS,1/26/2010,615,LAB,na,77.02,18.48,86.77,7.04,151.53,67.45,4.93,50.76,252.41,68.58,14.46,MODEL,54.12,1/26/2010,2.342,Mod,na,na,na,ION
371000120370001,NESJV-D,11,37.176417,-120.626639,MERCED,4/13/2006,628,LAB,na,81.18,27.79,100,1.83,102.85,108.22,0.06,42.56,328.31,89,10.49,MODEL,78.51,4/13/2006,0.526,Mod,na,na,na,ION
365300120170001,NESJV-D,20,36.883917,-120.282444,MADERA,5/7/2008,632,LAB,na,102,27,63.53,5.39,61.43,61.98,6,63.9,412.01,103.63,9.61,MODEL,94.03,5/7/2008,0.267,Mod,na,na,na,ION
373726121051002,NESJV-D,1,37.624139,-121.086111,STANISLAUS,3/13/2006,671,LAB,na,47.1,13.56,168.7,5.47,177.29,46.05,4.4,55.07,274.87,54.56,3.57,MODEL,50.99,3/13/2006,1.679,Mod,na,na,na,ION
375717121154101,NESJV-D,3,37.954556,-121.262167,SAN JOAQUIN,7/10/2007,709,LAB,na,109.7,50.95,46.43,5.11,198,31.81,10.13,61.95,288.22,155.45,13.38,MEASURED,142.07,7/10/2007,0.455,Mod,na,na,na,ION
375735121184901,NESJV-D,3,37.959931,-121.31385,SAN JOAQUIN,8/8/2006,729,LAB,na,19.01,9.92,221,1.73,309.77,0.11,0.06,62.95,183.1,170.69,9,MEASURED,161.69,6/27/1995,-0.026,PreMod,na,na,na,ION
375624121151901,NESJV-D,3,37.939924,-121.256334,SAN JOAQUIN,11/15/2005,762,LAB,na,102.6,40.57,58.94,3.89,307.62,5.13,0.06,41.26,124.09,129.84,16.8,MODEL,113.05,na,na,na,na,na,na,ION
365500120220001,NESJV-D,20,36.923361,-120.373139,MADERA,5/14/2008,854,LAB,na,134.6,34.96,81.61,6.86,222.34,60.39,3,67.05,321.63,155.45,6.04,MODEL,149.4,5/14/2008,0.157,PreMod,na,na,na,ION
375507121173501,NESJV-D,3,37.918611,-121.294889,SAN JOAQUIN,8/10/2004,876,LAB,na,76.3,29.1,178,2.82,401.7,3.54,0.06,45.63,171.09,78.03,10.83,MODEL,67.2,8/10/2004,0.348,Mod,na,na,na,ION
375731121192101,NESJV-D,3,37.958639,-121.3225,SAN JOAQUIN,11/18/2005,995,LAB,na,35.39,20.3,299.7,2.72,489.91,0.9,0.06,61.27,176.83,160.02,8.37,MEASURED,151.65,na,na,na,na,na,na,ION
365600120160001,NESJV-D,20,36.944667,-120.283028,MADERA,5/13/2008,1039,LAB,na,180.7,57.37,85.77,7.01,120.4,35.87,38.6,64.25,653.72,60.96,9.94,MODEL,51.02,5/13/2008,0.71,Mod,na,na,na,ION
370700120290001,NESJV-D,19,37.133167,-120.488139,MERCED,4/28/2008,1073,LAB,na,64.53,16.06,258.4,2,505.79,0.88,0.04,16.27,99.3,91.44,17.81,MODEL,73.63,4/28/2008,0.163,PreMod,na,na,na,ION
375636121161601,NESJV-D,3,37.943257,-121.272168,SAN JOAQUIN,8/4/2006,1559,LAB,na,136.4,67.25,139.9,4.29,587.09,0.9,0.06,53.52,100.86,152.4,15.36,MODEL,137.04,na,na,na,na,na,na,ION
375342121175101,NESJV-D,3,37.895056,-121.297611,SAN JOAQUIN,8/14/2006,4372,LAB,na,429.8,135.1,407.8,5.85,1779.16,42.47,3.65,25.36,171.55,na,na,na,na,na,na,na,na,na,na,ION
373726121051001,NESJV-D,1,37.624139,-121.086111,STANISLAUS,3/13/2006,5841,LAB,na,540,251.2,1012,16.06,3132.27,1.8,0.06,60.03,100.96,83.52,3.57,MODEL,79.95,3/13/2006,-0.108,PreMod,na,na,na,ION
373731120354701,NESJV-S,14,37.62544444,-120.5980278,STANISLAUS,3/23/2006,76,CALC,115,na,na,na,na,na,na,na,na,na,59.74,22.5,MODEL,37.24,3/23/2006,3.124,Mod,0,0.96,0.04,TDS
365300119470001,NESJV-S,21,36.88430556,-119.7837222,MADERA,12/9/2013,80,LAB,na,9.16,3.28,7.54,1.81,2.93,1.17,0.04,34.83,62.46,42.67,10.58,MEASURED,32.1,12/9/2013,2.602,Mod,0.28,0.64,0.08,ION
372900120310001,NESJV-S,16,37.49133333,-120.5250556,STANISLAUS,3/23/2006,91,CALC,138,na,na,na,na,na,na,na,na,na,39.01,23.25,MODEL,15.77,3/23/2006,2.607,Mod,0.62,0.38,0,TDS
373108120261201,NESJV-S,16,37.518825,-120.437693,MERCED,8/31/1993,98,LAB,na,14,5.3,6,1.3,2.2,4.4,0.52,30,75.56,19.51,11.51,MEASURED,8,na,na,na,0.07,0.54,0.39,ION
373905121011501,NESJV-S,1,37.6515,-121.0208889,STANISLAUS,3/20/2006,106,CALC,160,na,na,na,na,na,na,na,na,na,54.86,10.8,MODEL,44.06,3/20/2006,2.37,Mod,0.01,0.03,0.96,TDS
364600120110001,NESJV-S,20,36.77661111,-120.1863056,FRESNO,3/19/2014,109,LAB,na,14.14,1.99,6.62,1.77,2.17,5.78,0.04,52.68,62.34,37.49,12.31,MEASURED,25.18,3/19/2014,2.914,Mod,0.57,0.42,0.01,ION
372128120270101,NESJV-S,17,37.357718,-120.451301,MERCED,9/1/1993,150,LAB,na,8.8,3.7,21,2.1,4.3,4,3,60,78.84,33.22,26.49,MEASURED,6.73,na,na,na,0.01,0.95,0.03,ION
374320121010101,NESJV-S,8,37.722361,-121.017139,STANISLAUS,7/9/2014,153,LAB,na,13.04,6.26,11.23,3.03,3.02,5.42,2.42,58.87,76.75,48.77,9.33,MEASURED,39.44,7/9/2014,2.786,Mod,1,0,0,ION
372234120270401,NESJV-S,17,37.376051,-120.452135,MERCED,9/3/1993,153,LAB,na,16,6.2,20,2,5.9,2.6,3.2,43,108.66,46.33,19.26,MODEL,27.07,na,na,na,0.54,0.36,0.1,ION
380207121164101,NESJV-S,4,38.035306,-121.278306,SAN JOAQUIN,1/23/2006,155,LAB,na,16.76,7.9,8.53,1.43,3.47,4.63,0.06,63.95,104.48,34.75,15.24,MODEL,19.51,1/23/2006,1.96,Mod,0.67,0.01,0.32,ION
372500120400001,NESJV-S,13,37.42094444,-120.66725,MERCED,4/18/2006,167,CALC,252,na,na,na,na,na,na,na,na,na,50.9,11.38,MODEL,39.52,4/18/2006,2.7,Mod,0.64,0.14,0.22,TDS
371100120160001,NESJV-S,25,37.1845,-120.2720278,MERCED,4/19/2006,168,CALC,254,na,na,na,na,na,na,na,na,na,60.96,19.99,MODEL,40.97,4/19/2006,0.297,Mod,0.88,0.12,0,TDS
373341120431301,NESJV-S,13,37.561611,-120.720472,STANISLAUS,7/16/2014,173,LAB,na,14.27,5.62,21.48,2.18,6.83,3.73,3.9,51.73,94.19,51.21,6.6,MEASURED,44.61,7/16/2014,2.385,Mod,1,0,0,ION
372956120282201,NESJV-S,16,37.498825,-120.473805,MERCED,8/31/1993,174,LAB,na,31,11,6.3,1.1,5.8,28,8.1,24,87.23,30.48,3.5,MEASURED,26.98,na,na,na,0.77,0.23,0,ION
372225120270801,NESJV-S,17,37.373551,-120.453246,MERCED,9/2/1993,174,LAB,na,17,5.9,24,2.9,6.5,4.8,3.3,39,117.95,50.29,19.38,MODEL,30.91,na,na,na,0.53,0.33,0.14,ION
372225120272101,NESJV-S,17,37.373551,-120.456857,MERCED,9/3/1993,176,LAB,na,19,7.2,23,2.8,9.7,6.2,3.1,43,121.35,26.82,18.93,MODEL,7.89,na,na,na,0.59,0.3,0.1,ION
370200119590001,NESJV-S,24,37.04419444,-119.9844722,MADERA,12/10/2013,176,LAB,na,18.39,5.93,23.18,1.67,15.12,4.79,1.39,63.22,111.95,112.47,86.22,MEASURED,26.25,12/10/2013,1.625,Mod,0.2,0.69,0.11,ION
380843121205201,NESJV-S,5,38.145256,-121.34795,SAN JOAQUIN,9/10/2001,179,LAB,na,17.24,8.52,17.38,1.3,5.34,5.97,0.86,53.92,127.7,44.2,6.85,MEASURED,37.34,5/18/2010,7.538,Mod,1,0,0,ION
373822120345501,NESJV-S,14,37.63937681,-120.5829772,STANISLAUS,4/19/2006,179,CALC,271,na,na,na,na,na,na,na,na,na,35.66,22.41,MODEL,13.25,4/19/2006,0.178,PreMod,0.44,0.54,0.02,TDS
380925121045501,NESJV-S,5,38.15686357,-121.0829986,SAN JOAQUIN,1/26/2005,181,LAB,na,12.83,6.55,15.12,6.66,10.82,1.4,na,88.38,96.85,63.4,47.54,MODEL,15.86,1/26/2005,0,PreMod,0.16,0.81,0.02,ION
372205120433801,NESJV-S,12,37.367994,-120.7281,MERCED,10/11/2001,188,LAB,na,22.52,7.61,13.66,1.53,3.04,6.6,3.52,63.73,111.43,24.38,7.09,MEASURED,17.29,na,na,na,0.98,0,0.02,ION
380524121115401,NESJV-S,5,38.08992,-121.19939,SAN JOAQUIN,8/3/2015,191,LAB,na,24.75,7.35,21.51,2.17,10,8.68,3.56,49.75,109.93,65.53,35.94,MEASURED,29.59,8/3/2015,0.254,Mod,1,0,0,ION_MOD
380738120555603,NESJV-S,6,38.127344,-120.932264,CALAVERAS,6/29/2010,191,LAB,na,6.34,2.38,18.25,8.16,21.83,9.28,2.09,97,33.19,70.1,37.53,MEASURED,32.57,6/29/2010,0.044,PreMod,0,1,0,ION
380608121081801,NESJV-S,5,38.10211111,-121.1396389,SAN JOAQUIN,2/9/2005,198,LAB,na,15.22,8.87,16.77,3.21,5.63,5.72,na,84.15,116.81,49.99,24.59,MODEL,25.39,2/9/2005,-0.051,PreMod,0.5,0.25,0.25,ION
374801120384001,NESJV-S,15,37.800206,-120.645482,STANISLAUS,5/3/2006,199,LAB,na,20.23,9.17,13.59,3.13,10.08,10.49,2.09,65.65,113.59,30.48,20.37,MODEL,10.11,5/3/2006,1.929,Mod,0.12,0.88,0,ION_MOD
372600120330001,NESJV-S,13,37.43941667,-120.5643056,MERCED,4/18/2006,200,CALC,302,na,na,na,na,na,na,na,na,na,56.39,22.28,MODEL,34.11,4/18/2006,4.902,Mod,0.96,0.04,0,TDS
373021120385101,NESJV-S,13,37.506028,-120.647583,MERCED,7/1/2004,200,LAB,na,20.7,4.38,21.3,2.28,12.3,2.87,5.17,44.2,106.02,49.38,46.44,MEASURED,2.94,na,na,na,0.77,0.23,0,ION
372257120303601,NESJV-S,17,37.382439,-120.511026,MERCED,9/1/1993,201,LAB,na,16,6.7,25,2.6,16,6.3,9.1,61,77.59,61.57,13.43,MODEL,48.14,na,na,na,1,0,0,ION
370844120085001,NESJV-S,25,37.145361,-120.14825,MADERA,5/22/2008,202,LAB,na,19.66,4.71,20.35,4.06,23.86,3.49,0.22,63.19,98.23,59.74,27.55,MODEL,32.2,5/22/2008,1.538,Mod,0.97,0.03,0,ION
365500119450001,NESJV-S,22,36.927417,-119.760306,MADERA,5/6/2008,202,LAB,na,17.6,8.12,17.8,4.4,14.96,8.44,1.75,74.7,105.93,60.96,14.62,MODEL,46.34,5/6/2008,0.552,Mod,0.14,0.86,0,ION
365800119530001,NESJV-S,23,36.97283333,-119.8883889,MADERA,3/19/2014,206,LAB,na,18,6.07,25.71,2.82,18.29,3.56,3.26,70.76,107.78,94.49,85.79,MEASURED,8.7,3/19/2014,-0.003,PreMod,0,0.74,0.26,ION
380946120554402,NESJV-S,6,38.162803,-120.929056,CALAVERAS,6/30/2010,210,LAB,na,8.99,3.09,37.65,4.54,17.15,22.17,0.5,74.79,82.95,82.3,39.36,MEASURED,42.93,6/30/2010,0.028,PreMod,0.21,0.79,0,ION_MOD
373116120235701,NESJV-S,16,37.521047,-120.400192,MERCED,8/31/1993,218,LAB,na,24,13,20,2,12,3.8,0.23,75,168.08,15.24,7.1,MEASURED,8.14,na,na,na,0,1,0,ION
372316120481001,NESJV-S,10,37.387775,-120.802731,MERCED,10/5/2004,218,LAB,na,8.68,3.31,47.14,1.03,18.68,17,1.71,65.11,111.74,29.26,5.05,MEASURED,24.21,na,na,na,0.84,0.16,0,ION
372412120393401,NESJV-S,12,37.403271,-120.660476,MERCED,8/5/2015,222,LAB,na,31.55,10.76,11.82,3.23,3.29,18.73,5.89,47.12,121.35,36.88,32.99,MODEL,3.89,8/5/2015,3.616,Mod,1,0,0,ION
374124120570501,NESJV-S,8,37.690194,-120.951417,STANISLAUS,11/2/2004,223,LAB,na,28.45,7.21,31.43,3.43,5.1,6.89,1.62,50.69,177.69,52.12,11.34,MEASURED,40.78,11/2/2004,7.599,Mod,0.56,0.03,0.41,ION
371832120231201,NESJV-S,17,37.30885,-120.388114,MERCED,7/17/2014,223,LAB,na,22.64,11.4,16.86,3.83,7.04,11.9,3.93,63.13,125.03,70.1,25.72,MEASURED,44.38,7/17/2014,0.661,Mod,1,0,0,ION
374110121000303,NESJV-S,8,37.686194,-121.000917,STANISLAUS,9/1/2004,225,LAB,na,24.8,6.71,19.1,4.52,6.05,13.36,3.01,65.5,118.97,67.06,17.5,MEASURED,49.56,na,na,na,0,0,1,ION
372316120481002,NESJV-S,10,37.387775,-120.802731,MERCED,10/5/2004,226,LAB,na,10.46,3.34,44.43,1.45,14.94,20.74,2.27,67.34,108.41,25.3,5.05,MEASURED,20.25,na,na,na,0.84,0.16,0,ION
365123120010801,NESJV-S,21,36.856239,-120.0204,MADERA,9/11/2001,229,LAB,na,22.11,9.22,22.02,2.88,34.51,4.51,3.28,69.93,97.29,50.29,23.7,MEASURED,26.59,5/19/2010,0.16,PreMod,0.95,0,0.05,ION_MOD
374100121110001,NESJV-S,1,37.69725,-121.1835278,SAN JOAQUIN,1/4/2005,233,CALC,352,na,na,na,na,na,na,na,na,na,30.48,2.44,MODEL,28.04,1/4/2005,2.381,Mod,0.44,0.56,0,TDS
374123120581101,NESJV-S,8,37.690028,-120.971889,STANISLAUS,10/23/2002,233,LAB,na,31.52,10.42,20.74,3.43,9.61,11.02,3.89,56.63,145.83,65.84,15.48,MEASURED,50.35,na,na,na,0,0.01,0.99,ION
371835120332801,NESJV-S,12,37.309272,-120.559236,MERCED,3/28/2006,234,LAB,na,29.14,11.21,20.55,4.33,5.4,9.59,2.36,56.76,171.45,49.68,7.4,MEASURED,42.28,3/28/2006,2.497,Mod,0.98,0.02,0,ION
374438121130901,NESJV-S,2,37.744169,-121.219081,SAN JOAQUIN,8/18/1994,236,LAB,na,28,6.9,30,3.1,14,7.6,4.8,52,149.71,46.02,2.94,MEASURED,43.09,8/18/1994,0.075,PreMod,0.96,0.01,0.03,ION
365400120160001,NESJV-S,22,36.90688889,-120.2741667,MADERA,4/8/2014,238,LAB,na,23.79,6.98,25.27,2.71,36.68,6.91,0.74,70.9,98.53,51.82,38.67,MEASURED,13.15,4/8/2014,0.071,PreMod,0.38,0.62,0,ION
380946120554403,NESJV-S,6,38.162803,-120.929056,CALAVERAS,7/20/2010,239,LAB,na,7.8,2.35,34.23,6.69,42.23,12.46,1.55,87.11,44.5,41.15,20.79,MEASURED,20.35,na,na,na,0.21,0.79,0,ION
372333120480103,NESJV-S,12,37.392317,-120.801306,MERCED,10/7/2004,239,LAB,na,30.3,11.32,11.59,1.64,8.15,21.8,10.36,60.16,94.02,13.41,5.71,MEASURED,7.7,na,na,na,0.85,0.15,0,ION
374221120585902,NESJV-S,8,37.705972,-120.98325,STANISLAUS,11/13/2003,239,LAB,na,23.46,8.48,34.76,3.42,9.57,16.38,3.98,57.61,153.39,52.43,12.98,MEASURED,39.44,11/13/2003,0.465,Mod,0.97,0.01,0.02,ION
371722120192401,NESJV-S,18,37.28938605,-120.3243497,MERCED,4/6/2006,243,CALC,367,na,na,na,na,na,na,na,na,na,45.72,3.88,MODEL,41.84,na,na,na,0.45,0,0.55,TDS
374048120590901,NESJV-S,8,37.68,-120.986,STANISLAUS,11/3/2004,245,LAB,na,33.37,9.16,22.95,3.81,9.36,9.61,4.42,63.63,157,58.83,11.95,MEASURED,46.88,11/3/2004,0.567,Mod,0,0,1,ION
